,日期,单品名称,批发价格(元/千克)_否,销售单价(元/千克)_否,销量(千克)_否,损耗率(%)_否
43753,2023-04-19,净藕(1),2.63,4.8,3.929,5.54
43754,2023-04-19,双孢菇(盒),3.5699999999999994,5.9,9.0,0.2
43757,2023-04-19,姜蒜小米椒组合装(小份),1.88,4.5,2.0,9.43
43758,2023-04-19,娃娃菜,3.53,4.8,12.0,2.48
43760,2023-04-19,小皱皮(份),2.07,3.5,8.0,9.43
43761,2023-04-19,小米椒(份),2.7,4.5,11.0,9.43
43762,2023-04-19,小青菜(1),2.0,3.2000000000000006,5.698,10.33
43764,2023-04-19,枝江青梗散花,4.99,8.0,5.716,9.43
43767,2023-04-19,白玉菇(袋),0.0,0.0,0.0,0.0
43768,2023-04-19,紫茄子(2),4.41,8.0,10.852,6.07
43769,2023-04-19,红椒(2),13.179999999999998,19.0,1.709,9.429999999999998
43771,2023-04-19,芜湖青椒(1),5.58,7.400000000000001,11.305,5.7
43772,2023-04-19,苋菜,1.69,2.6000000000000005,8.009,18.52
43774,2023-04-19,菠菜(份),2.23,4.0,10.0,9.43
43777,2023-04-19,虫草花(份),3.68,5.9,1.0,9.43
43778,2023-04-19,螺丝椒(份),3.7,7.5,20.0,9.43
43779,2023-04-19,蟹味菇与白玉菇双拼(盒),5.08,8.9,1.0,0.84
43780,2023-04-19,西兰花,7.84,12.0,13.387,9.26
43781,2023-04-19,西峡花菇(1),15.0,21.6,4.464,10.8
43784,2023-04-19,金针菇(盒),1.86,3.0,17.0,0.45
43785,2023-04-19,青红杭椒组合装(份),4.61,4.9,6.0,9.43
43786,2023-04-19,青线椒(份),3.0400000000000005,4.6,6.0,9.43
43787,2023-04-19,青茄子(1),5.35,12.0,3.093,5.01
43789,2023-04-19,高瓜(1),12.99,19.6,1.745,29.25
43791,2023-04-20,七彩椒(2),15.35,28.8,0.347,9.43
43792,2023-04-20,上海青,3.68,5.2,6.144,14.43
43793,2023-04-20,云南油麦菜(份),2.57,4.5,8.0,9.43
43794,2023-04-20,云南生菜(份),2.8,3.9,23.0,9.43
43795,2023-04-20,净藕(1),2.63,4.8,2.731,5.54
43796,2023-04-20,双孢菇(盒),3.58,5.900000000000001,3.0,0.2
43798,2023-04-20,圆茄子(2),3.75,8.0,0.942,6.71
43799,2023-04-20,奶白菜,5.0,3.4,4.732,15.68
43801,2023-04-20,姜蒜小米椒组合装(小份),1.88,4.5,2.0,9.43
43802,2023-04-20,娃娃菜,3.44,4.8,5.0,2.48
43803,2023-04-20,小皱皮(份),2.27,3.5,5.0,9.43
43804,2023-04-20,小米椒(份),2.74,4.5,12.0,9.43
43805,2023-04-20,小青菜(1),2.0,3.2,5.697,10.33
43806,2023-04-20,木耳菜,8.19,12.0,1.622,7.61
43808,2023-04-20,枝江青梗散花,5.0200000000000005,8.0,6.3950000000000005,9.429999999999998
43811,2023-04-20,竹叶菜,4.0,5.2,15.101,13.62
43812,2023-04-20,紫茄子(2),4.44,8.0,7.185,6.07
43813,2023-04-20,红椒(2),13.35,19.0,1.282,9.43
43814,2023-04-20,芜湖青椒(1),5.58,7.4,19.401,5.700000000000001
43815,2023-04-20,苋菜,1.69,2.6,6.603,18.52
43817,2023-04-20,菠菜(份),2.27,4.0,4.0,9.43
43820,2023-04-20,虫草花(份),3.77,5.9,1.0,9.43
43821,2023-04-20,螺丝椒(份),3.7000000000000006,7.5,12.0,9.43
43822,2023-04-20,蟹味菇与白玉菇双拼(盒),5.05,8.9,1.0,0.84
43823,2023-04-20,西兰花,8.2,12.0,10.748,9.26
43824,2023-04-20,西峡花菇(1),15.0,21.6,6.378,10.8
43826,2023-04-20,金针菇(盒),1.9,3.0,13.0,0.45
43827,2023-04-20,青红杭椒组合装(份),4.34,4.9,2.0,9.43
43828,2023-04-20,青线椒(份),3.05,4.6,1.0,9.43
43829,2023-04-20,青茄子(1),4.22,10.0,2.18,5.01
43830,2023-04-20,高瓜(1),13.0,19.6,2.231,29.25
43832,2023-04-21,七彩椒(2),12.160000000000002,28.8,1.365,9.43
43833,2023-04-21,上海青,3.61,5.2,9.748,14.43
43834,2023-04-21,云南油麦菜(份),2.53,4.5,19.0,9.43
43835,2023-04-21,云南生菜,4.31,6.0,1.981,15.25
43836,2023-04-21,云南生菜(份),2.77,3.9,40.0,9.43
43837,2023-04-21,净藕(1),2.63,4.8,9.851,5.54
43838,2023-04-21,双孢菇(盒),3.45,5.9,8.0,0.2
43840,2023-04-21,圆茄子(2),3.76,8.0,1.169,6.71
43842,2023-04-21,姜蒜小米椒组合装(小份),2.09,4.5,6.0,9.43
43843,2023-04-21,娃娃菜,3.45,4.8,20.0,2.48
43844,2023-04-21,小皱皮(份),2.75,3.5,21.0,9.43
43845,2023-04-21,小米椒(份),2.52,4.5,17.0,9.43
43846,2023-04-21,小青菜(1),2.0,3.2,7.404,10.33
43847,2023-04-21,木耳菜,8.29,12.0,3.445,7.61
43849,2023-04-21,枝江青梗散花,5.02,8.0,8.961,9.43
43852,2023-04-21,白玉菇(袋),0.0,0.0,0.0,0.0
43853,2023-04-21,竹叶菜,3.79,5.2,6.28,13.62
43854,2023-04-21,紫茄子(2),4.34,8.0,25.765,6.07
43855,2023-04-21,红椒(2),13.160000000000002,19.0,1.73,9.43
43856,2023-04-21,芜湖青椒(1),4.84,7.4,23.348,5.7
43857,2023-04-21,苋菜,1.68,2.6,10.001,18.52
43859,2023-04-21,菠菜(份),2.91,4.0,18.0,9.43
43862,2023-04-21,虫草花(份),3.72,5.900000000000001,3.0,9.43
43863,2023-04-21,螺丝椒(份),3.75,7.5,16.0,9.43
43864,2023-04-21,蟹味菇与白玉菇双拼(盒),5.05,8.9,1.0,0.84
43865,2023-04-21,西兰花,8.2,12.0,16.329,9.26
43866,2023-04-21,西峡花菇(1),15.0,21.6,6.916,10.8
43868,2023-04-21,金针菇(盒),1.87,3.0,38.0,0.45
43869,2023-04-21,青红杭椒组合装(份),4.34,5.8,3.0,9.43
43870,2023-04-21,青线椒(份),2.99,4.6,8.0,9.43
43871,2023-04-21,青茄子(1),4.22,10.0,4.016,5.01
43873,2023-04-21,高瓜(1),12.98,19.6,0.8009999999999999,29.25
43875,2023-04-22,七彩椒(2),11.74,28.8,5.257,9.43
43876,2023-04-22,上海青,3.48,5.2,23.046,14.43
43877,2023-04-22,云南油麦菜(份),2.53,4.5,29.0,9.43
43878,2023-04-22,云南生菜(份),2.77,3.9,45.0,9.43
43879,2023-04-22,净藕(1),2.63,4.8,14.219,5.54
43880,2023-04-22,双孢菇(盒),3.48,5.9,17.0,0.2
43882,2023-04-22,圆茄子(2),3.7000000000000006,8.0,4.084,6.71
43884,2023-04-22,姜蒜小米椒组合装(小份),0.85,4.5,12.0,9.43
43885,2023-04-22,娃娃菜,3.42,4.8,26.0,2.48
43886,2023-04-22,小皱皮(份),2.88,3.5,25.0,9.43
43887,2023-04-22,小米椒(份),2.35,4.5,28.0,9.429999999999998
43888,2023-04-22,小青菜(1),2.0,3.2,14.907,10.33
43889,2023-04-22,木耳菜,9.18,12.0,3.522,7.61
43891,2023-04-22,枝江青梗散花,4.98,8.0,14.889,9.429999999999998
43893,2023-04-22,海鲜菇(包),1.9,3.9,15.0,0.0
43895,2023-04-22,白玉菇(袋),4.05,6.8,3.0,6.57
43896,2023-04-22,竹叶菜,3.84,5.2,29.134,13.62
43897,2023-04-22,紫茄子(2),4.22,8.0,31.019,6.07
43898,2023-04-22,红椒(2),13.17,19.0,1.988,9.429999999999998
43899,2023-04-22,芜湖青椒(1),4.5,7.4,38.344,5.7
43900,2023-04-22,苋菜,1.67,2.6,9.533,18.52
43902,2023-04-22,菠菜(份),2.93,4.0,33.0,9.43
43904,2023-04-22,虫草花(份),3.5,5.9,4.0,9.43
43905,2023-04-22,螺丝椒(份),3.6,7.5,40.0,9.43
43906,2023-04-22,蟹味菇与白玉菇双拼(盒),5.06,8.9,1.0,0.84
43907,2023-04-22,西兰花,8.2,12.0,23.19,9.26
43908,2023-04-22,西峡花菇(1),15.0,21.6,13.018,10.8
43910,2023-04-22,金针菇(盒),1.8,3.0,70.0,0.45
43911,2023-04-22,青红杭椒组合装(份),4.48,5.8,12.0,9.43
43912,2023-04-22,青线椒(份),2.93,4.6,12.0,9.43
43913,2023-04-22,青茄子(1),4.18,10.0,4.548,5.01
43915,2023-04-22,高瓜(1),12.84,19.6,2.224,29.25
43917,2023-04-23,七彩椒(2),11.3,28.8,3.215,9.43
43918,2023-04-23,上海青,3.48,5.2,7.81,14.43
43919,2023-04-23,云南油麦菜(份),2.49,4.5,28.0,9.429999999999998
43920,2023-04-23,云南生菜(份),2.76,3.9,44.0,9.43
43921,2023-04-23,净藕(1),2.63,4.8,4.053,5.54
43922,2023-04-23,双孢菇(盒),3.6,5.900000000000001,6.0,0.2
43924,2023-04-23,圆茄子(2),0.88,8.0,4.159,6.71
43926,2023-04-23,姜蒜小米椒组合装(小份),1.86,4.5,7.0,9.429999999999998
43927,2023-04-23,娃娃菜,3.48,4.8,15.0,2.48
43928,2023-04-23,小皱皮(份),3.23,3.5,24.0,9.43
43929,2023-04-23,小米椒(份),2.31,4.5,33.0,9.43
43930,2023-04-23,小青菜(1),2.0,3.2,8.100999999999999,10.33
43931,2023-04-23,木耳菜,10.29,12.0,0.476,7.61
43933,2023-04-23,枝江青梗散花,4.9,7.2,0.8240000000000001,9.43
43934,2023-04-23,海鲜菇(包),1.93,3.0,24.0,0.0
43936,2023-04-23,白玉菇(袋),0.0,0.0,0.0,0.0
43937,2023-04-23,竹叶菜,3.49,5.2,29.206,13.62
43938,2023-04-23,紫茄子(2),4.17,8.0,13.27,6.070000000000001
43939,2023-04-23,红椒(2),12.46,19.0,3.466,9.429999999999998
43940,2023-04-23,芜湖青椒(1),3.71,7.4,9.541,5.7
43941,2023-04-23,苋菜,1.78,2.6,9.493,18.52
43943,2023-04-23,菠菜(份),2.6,4.0,34.0,9.43
43945,2023-04-23,虫草花(份),3.47,5.900000000000001,3.0,9.43
43946,2023-04-23,螺丝椒(份),3.45,7.5,55.0,9.43
43947,2023-04-23,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
43948,2023-04-23,西兰花,8.2,12.0,20.939,9.26
43949,2023-04-23,西峡花菇(1),14.17,21.6,5.08,10.8
43951,2023-04-23,金针菇(盒),1.91,3.0,27.0,0.45
43952,2023-04-23,青红杭椒组合装(份),4.71,5.8,1.0,9.43
43953,2023-04-23,青线椒(份),2.97,4.6,12.0,9.43
43954,2023-04-23,青茄子(1),4.17,6.0,4.447,5.01
43955,2023-04-23,高瓜(1),12.32,19.6,2.904,29.25
43957,2023-04-24,七彩椒(2),10.41,28.8,2.153,9.43
43958,2023-04-24,上海青,3.48,5.2,9.572,14.429999999999998
43959,2023-04-24,云南油麦菜(份),2.49,4.5,17.0,9.43
43960,2023-04-24,云南生菜(份),2.65,3.9,31.0,9.43
43962,2023-04-24,净藕(1),2.63,4.8,6.197,5.54
43963,2023-04-24,双孢菇(盒),3.51,5.9,8.0,0.2
43964,2023-04-24,圆茄子(2),3.77,8.0,0.628,6.71
43966,2023-04-24,姜蒜小米椒组合装(小份),2.04,4.5,1.0,9.43
43967,2023-04-24,娃娃菜,3.4,4.8,19.0,2.48
43968,2023-04-24,小皱皮(份),3.09,3.5,1.0,9.43
43969,2023-04-24,小米椒(份),2.19,4.5,11.0,9.43
43970,2023-04-24,小青菜(1),2.0,3.2,8.100999999999999,10.33
43971,2023-04-24,木耳菜,8.49,12.0,2.024,7.61
43973,2023-04-24,枝江青梗散花,4.55,7.2,5.126,9.43
43974,2023-04-24,海鲜菇(包),1.7999999999999998,3.0,11.0,0.0
43976,2023-04-24,竹叶菜,4.5,6.0,5.724,13.62
43977,2023-04-24,紫茄子(2),4.17,7.0,21.078,6.07
43978,2023-04-24,红椒(2),12.46,19.0,0.991,9.43
43979,2023-04-24,芜湖青椒(1),3.67,6.0,38.418,5.7
43980,2023-04-24,苋菜,2.22,2.6,7.933,18.52
43982,2023-04-24,菠菜(份),2.68,4.0,28.0,9.429999999999998
43983,2023-04-24,虫草花(份),3.44,5.900000000000001,3.0,9.43
43984,2023-04-24,螺丝椒(份),3.43,7.5,16.0,9.43
43985,2023-04-24,蟹味菇与白玉菇双拼(盒),5.08,8.9,2.0,0.84
43986,2023-04-24,西兰花,8.2,12.0,11.697,9.26
43987,2023-04-24,西峡花菇(1),14.31,21.6,7.804,10.8
43989,2023-04-24,金针菇(盒),1.8400000000000003,3.0,22.0,0.45
43990,2023-04-24,青茄子(1),3.82,6.0,3.859,5.01
43991,2023-04-24,高瓜(1),12.33,19.6,1.108,29.25
43992,2023-04-25,七彩椒(2),10.01,28.8,1.855,9.43
43993,2023-04-25,上海青,3.48,5.2,1.726,14.43
43994,2023-04-25,云南油麦菜(份),2.44,4.5,13.0,9.43
43995,2023-04-25,云南生菜(份),2.66,3.9,31.0,9.43
43996,2023-04-25,净藕(1),2.64,4.8,4.684,5.54
43997,2023-04-25,双孢菇(盒),3.52,5.900000000000001,6.0,0.2
43998,2023-04-25,圆茄子(2),4.12,8.0,1.056,6.71
44000,2023-04-25,姜蒜小米椒组合装(小份),1.98,4.5,5.0,9.43
44001,2023-04-25,娃娃菜,3.43,4.8,12.0,2.48
44002,2023-04-25,小皱皮(份),3.0899999999999994,3.5,11.0,9.43
44003,2023-04-25,小米椒(份),1.85,4.5,16.0,9.43
44004,2023-04-25,小青菜(1),2.0,3.2,7.851,10.33
44005,2023-04-25,木耳菜,8.5,12.0,2.416,7.610000000000001
44007,2023-04-25,枝江青梗散花,4.48,7.2,6.775,9.43
44008,2023-04-25,海鲜菇(包),1.84,3.0,13.0,0.0
44009,2023-04-25,白玉菇(袋),4.1,6.8,1.0,6.57
44010,2023-04-25,竹叶菜,4.79,6.6,7.317,13.62
44011,2023-04-25,紫茄子(2),4.17,6.0,14.301,6.07
44012,2023-04-25,红椒(2),12.88,19.0,1.899,9.43
44013,2023-04-25,芜湖青椒(1),3.54,5.2,9.148,5.7
44014,2023-04-25,苋菜,2.32,3.0,8.176,18.52
44016,2023-04-25,菠菜(份),2.9800000000000004,4.0,23.0,9.43
44017,2023-04-25,虫草花(份),0.0,0.0,0.0,0.0
44018,2023-04-25,螺丝椒(份),3.43,7.5,19.0,9.43
44019,2023-04-25,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
44020,2023-04-25,西兰花,8.2,12.0,9.115,9.26
44021,2023-04-25,西峡花菇(1),15.2,21.6,3.955,10.8
44023,2023-04-25,金针菇(盒),1.8500000000000003,3.0,24.0,0.45
44024,2023-04-25,青线椒(份),3.4300000000000006,4.6,5.0,9.43
44025,2023-04-25,青茄子(1),4.06,6.0,3.943,5.01
44026,2023-04-25,高瓜(1),12.5,19.6,0.872,29.25
44028,2023-04-26,七彩椒(2),0.0,0.0,0.0,0.0
44029,2023-04-26,上海青,3.48,5.2,4.109,14.43
44030,2023-04-26,云南油麦菜(份),2.4,4.5,5.0,9.43
44031,2023-04-26,云南生菜(份),2.69,3.9,25.0,9.43
44032,2023-04-26,净藕(1),2.64,4.8,0.7769999999999999,5.54
44033,2023-04-26,双孢菇(盒),3.53,5.8,9.0,0.2
44035,2023-04-26,姜蒜小米椒组合装(小份),1.88,4.5,2.0,9.43
44036,2023-04-26,娃娃菜,3.43,5.0,14.0,2.48
44037,2023-04-26,小皱皮(份),3.09,3.5,5.0,9.43
44038,2023-04-26,小米椒(份),1.85,4.5,10.0,9.43
44039,2023-04-26,小青菜(1),2.0,3.2,9.462,10.33
44040,2023-04-26,木耳菜,8.47,12.0,1.296,7.61
44042,2023-04-26,枝江青梗散花,5.2,7.2,10.657,9.43
44043,2023-04-26,洪湖藕带,32.9,39.6,0.661,24.05
44044,2023-04-26,海鲜菇(包),1.84,3.0,2.0,0.0
44045,2023-04-26,白玉菇(袋),4.11,6.8,4.0,6.57
44046,2023-04-26,竹叶菜,5.38,6.6,7.806999999999999,13.62
44047,2023-04-26,紫茄子(2),4.22,6.0,14.33,6.07
44048,2023-04-26,红椒(2),12.93,19.0,0.28,9.43
44049,2023-04-26,芜湖青椒(1),3.78,5.2,4.3420000000000005,5.7
44050,2023-04-26,苋菜,2.88,4.0,8.613,18.52
44052,2023-04-26,菠菜(份),3.27,4.0,19.0,9.43
44053,2023-04-26,虫草花(份),3.22,5.9,1.0,9.43
44054,2023-04-26,螺丝椒(份),3.37,7.5,12.0,9.43
44055,2023-04-26,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
44056,2023-04-26,西兰花,8.2,12.0,10.579,9.26
44057,2023-04-26,西峡花菇(1),15.2,21.6,1.791,10.8
44059,2023-04-26,金针菇(盒),1.85,3.0,21.0,0.45
44061,2023-04-26,青红杭椒组合装(份),4.68,5.8,5.0,9.43
44062,2023-04-26,青线椒(份),3.84,4.6,6.0,9.43
44063,2023-04-26,青茄子(1),4.01,6.0,4.196,5.01
44065,2023-04-26,高瓜(1),12.38,19.6,2.24,29.25
44067,2023-04-27,七彩椒(2),10.46,28.8,1.038,9.43
44068,2023-04-27,上海青,3.48,5.2,5.235,14.429999999999998
44069,2023-04-27,云南油麦菜(份),2.51,4.5,8.0,9.43
44070,2023-04-27,云南生菜(份),2.74,3.9,18.0,9.43
44072,2023-04-27,净藕(1),2.64,4.8,2.206,5.54
44073,2023-04-27,双孢菇(盒),3.53,5.8,10.0,0.2
44074,2023-04-27,圆茄子(2),4.3,8.0,1.697,6.71
44076,2023-04-27,姜蒜小米椒组合装(小份),1.8700000000000003,4.5,5.0,9.43
44077,2023-04-27,娃娃菜,3.36,5.0,8.0,2.48
44078,2023-04-27,小皱皮(份),3.09,3.5,8.0,9.43
44079,2023-04-27,小米椒(份),1.51,4.5,16.0,9.43
44080,2023-04-27,小青菜(1),2.08,3.2,8.735,10.33
44081,2023-04-27,木耳菜,8.45,12.0,0.435,7.61
44083,2023-04-27,枝江青梗散花,5.47,7.2,5.3340000000000005,9.429999999999998
44084,2023-04-27,洪湖藕带,32.91,39.6,1.379,24.05
44085,2023-04-27,海鲜菇(包),1.85,3.0,2.0,0.0
44086,2023-04-27,白玉菇(袋),4.11,6.8,2.0,6.57
44087,2023-04-27,竹叶菜,5.6,8.0,8.041,13.62
44088,2023-04-27,紫茄子(2),4.3,6.0,14.937,6.070000000000001
44089,2023-04-27,红椒(2),12.93,19.0,1.361,9.43
44090,2023-04-27,芜湖青椒(1),3.82,5.2,11.24,5.7
44091,2023-04-27,苋菜,3.44,4.0,4.319,18.52
44092,2023-04-27,菠菜(份),2.73,4.0,16.0,9.43
44093,2023-04-27,虫草花(份),3.24,5.9,1.0,9.43
44094,2023-04-27,螺丝椒(份),3.11,7.5,11.0,9.43
44095,2023-04-27,蟹味菇与白玉菇双拼(盒),5.06,8.9,1.0,0.84
44096,2023-04-27,西兰花,8.2,12.0,8.906,9.26
44097,2023-04-27,西峡花菇(1),15.2,21.6,3.764,10.8
44099,2023-04-27,金针菇(盒),1.86,3.0,17.0,0.45
44101,2023-04-27,青红杭椒组合装(份),4.68,5.8,6.0,9.43
44102,2023-04-27,青线椒(份),3.84,4.6,1.0,9.43
44103,2023-04-27,青茄子(1),3.9,6.0,1.846,5.01
44105,2023-04-27,高瓜(1),12.26,19.6,1.848,29.25
44107,2023-04-28,七彩椒(2),10.9,28.8,1.01,9.43
44108,2023-04-28,上海青,3.48,5.2,4.574,14.43
44109,2023-04-28,云南油麦菜(份),2.51,4.5,8.0,9.43
44110,2023-04-28,云南生菜(份),2.76,3.9,30.0,9.43
44111,2023-04-28,净藕(1),2.63,4.8,5.168,5.54
44112,2023-04-28,双孢菇(盒),3.58,5.8,10.0,0.2
44113,2023-04-28,圆茄子(2),4.39,8.0,3.454,6.71
44115,2023-04-28,姜蒜小米椒组合装(小份),1.86,4.5,6.0,9.43
44116,2023-04-28,娃娃菜,3.35,5.0,11.0,2.48
44117,2023-04-28,小皱皮(份),3.09,3.9,8.0,9.43
44118,2023-04-28,小米椒(份),1.5,4.5,19.0,9.43
44119,2023-04-28,小青菜(1),2.2,3.2,17.726,10.33
44121,2023-04-28,枝江青梗散花,6.419999999999999,8.0,11.007,9.43
44122,2023-04-28,洪湖藕带,32.91,39.6,0.268,24.05
44123,2023-04-28,海鲜菇(包),1.85,3.0,8.0,0.0
44124,2023-04-28,白玉菇(袋),4.11,6.8,3.0,6.57
44125,2023-04-28,竹叶菜,6.86,10.0,7.953,13.62
44126,2023-04-28,紫茄子(2),4.25,7.0,13.763,6.07
44127,2023-04-28,红椒(2),12.93,19.0,1.826,9.43
44128,2023-04-28,芜湖青椒(1),3.83,5.2,2.384,5.7
44130,2023-04-28,苋菜,3.5900000000000003,6.0,7.232,18.52
44131,2023-04-28,菜心,5.08,6.0,3.776,13.7
44132,2023-04-28,菠菜(份),2.42,4.0,8.0,9.43
44133,2023-04-28,虫草花(份),3.16,5.9,2.0,9.43
44134,2023-04-28,螺丝椒(份),3.11,7.5,16.0,9.43
44135,2023-04-28,蟹味菇与白玉菇双拼(盒),5.03,8.9,1.0,0.84
44136,2023-04-28,西兰花,8.2,12.0,11.799,9.260000000000002
44137,2023-04-28,西峡花菇(1),15.2,21.6,5.468,10.8
44139,2023-04-28,金针菇(盒),1.88,3.0,20.0,0.45
44140,2023-04-28,青红杭椒组合装(份),4.7,5.8,7.0,9.429999999999998
44141,2023-04-28,青线椒(份),4.0,4.6,5.0,9.43
44142,2023-04-28,青茄子(1),3.9,8.0,4.924,5.01
44144,2023-04-28,高瓜(1),12.39,19.6,0.872,29.25
44146,2023-04-29,七彩椒(2),10.9,28.8,1.261,9.43
44147,2023-04-29,上海青,3.48,5.2,6.843,14.43
44148,2023-04-29,云南油麦菜(份),2.51,4.5,14.0,9.429999999999998
44149,2023-04-29,云南生菜(份),2.74,3.9,35.0,9.43
44150,2023-04-29,净藕(1),2.63,4.8,12.982,5.54
44151,2023-04-29,双孢菇(盒),3.49,5.8,24.0,0.2
44152,2023-04-29,圆茄子(2),4.4,8.0,0.729,6.71
44154,2023-04-29,姜蒜小米椒组合装(小份),1.82,4.5,11.0,9.43
44155,2023-04-29,娃娃菜,3.34,5.0,17.0,2.48
44156,2023-04-29,小皱皮(份),3.02,3.9,19.0,9.43
44157,2023-04-29,小米椒(份),1.77,4.5,29.0,9.43
44158,2023-04-29,小青菜(1),2.36,3.2,14.626,10.33
44160,2023-04-29,枝江青梗散花,6.98,8.0,16.045,9.43
44161,2023-04-29,海鲜菇(包),1.86,3.0,11.0,0.0
44162,2023-04-29,白玉菇(袋),4.22,6.8,2.0,6.57
44163,2023-04-29,竹叶菜,7.680000000000001,11.0,5.932,13.62
44164,2023-04-29,紫茄子(2),4.19,7.0,27.359,6.07
44165,2023-04-29,红椒(2),12.87,19.0,2.727,9.43
44166,2023-04-29,红莲藕带,9.59,12.0,2.442,16.63
44167,2023-04-29,红薯尖,9.11,11.4,3.513,8.42
44168,2023-04-29,芜湖青椒(1),4.08,6.0,43.398,5.700000000000001
44169,2023-04-29,苋菜,3.82,6.0,9.865,18.52
44171,2023-04-29,菜心,5.08,8.0,3.794,13.7
44172,2023-04-29,菠菜(份),2.43,4.0,10.0,9.43
44173,2023-04-29,虫草花(份),0.0,0.0,0.0,0.0
44174,2023-04-29,螺丝椒(份),3.09,7.5,19.0,9.43
44175,2023-04-29,蟹味菇与白玉菇双拼(盒),0.0,0.0,0.0,0.0
44176,2023-04-29,西兰花,8.2,12.0,11.532,9.26
44177,2023-04-29,西峡花菇(1),15.2,21.6,5.114,10.8
44179,2023-04-29,金针菇(盒),1.98,3.0,54.0,0.45
44182,2023-04-29,青红杭椒组合装(份),4.83,5.8,5.0,9.43
44183,2023-04-29,青线椒(份),4.08,4.6,7.0,9.429999999999998
44184,2023-04-29,青茄子(1),4.12,8.0,9.146,5.01
44185,2023-04-29,高瓜(1),12.570000000000002,19.6,1.95,29.25
44187,2023-04-30,七彩椒(2),10.9,28.8,3.463,9.43
44188,2023-04-30,上海青,3.4799999999999995,5.2,3.722,14.43
44189,2023-04-30,云南油麦菜(份),2.54,4.5,9.0,9.43
44190,2023-04-30,云南生菜(份),2.73,3.9,16.0,9.43
44191,2023-04-30,净藕(1),2.63,4.8,5.545,5.54
44192,2023-04-30,双孢菇(盒),3.5,5.8,7.0,0.2
44193,2023-04-30,圆茄子(2),4.59,8.0,1.269,6.71
44195,2023-04-30,姜蒜小米椒组合装(小份),2.06,4.5,3.0,9.43
44196,2023-04-30,娃娃菜,3.3300000000000005,5.0,14.0,2.48
44197,2023-04-30,小皱皮(份),3.02,4.5,4.0,9.43
44198,2023-04-30,小米椒(份),1.75,4.5,17.0,9.43
44199,2023-04-30,小青菜(1),2.4,3.2000000000000006,10.255,10.33
44201,2023-04-30,枝江青梗散花,7.41,9.0,14.777,9.43
44202,2023-04-30,洪湖藕带,32.91,39.6,1.432,24.05
44203,2023-04-30,海鲜菇(包),1.98,3.0,17.0,0.0
44204,2023-04-30,白玉菇(袋),4.15,6.8,4.0,6.57
44205,2023-04-30,竹叶菜,7.929999999999999,11.0,6.6530000000000005,13.62
44206,2023-04-30,紫茄子(2),4.49,7.0,35.189,6.07
44207,2023-04-30,红椒(2),12.87,19.0,2.864,9.43
44208,2023-04-30,红薯尖,9.11,11.4,2.447,8.42
44209,2023-04-30,芜湖青椒(1),4.45,6.0,40.275,5.7
44210,2023-04-30,苋菜,4.02,6.0,6.042,18.52
44212,2023-04-30,菜心,5.9,8.0,2.865,13.7
44213,2023-04-30,菠菜(份),2.43,4.0,9.0,9.43
44214,2023-04-30,虫草花(份),3.25,5.900000000000001,3.0,9.43
44215,2023-04-30,螺丝椒(份),3.18,7.5,14.0,9.429999999999998
44216,2023-04-30,蟹味菇与白玉菇双拼(盒),5.07,8.9,1.0,0.84
44217,2023-04-30,西兰花,8.2,12.0,10.073,9.26
44218,2023-04-30,西峡花菇(1),15.2,21.6,4.557,10.8
44220,2023-04-30,金针菇(盒),1.96,3.0,37.0,0.45
44222,2023-04-30,青红杭椒组合装(份),4.72,5.8,4.0,9.43
44223,2023-04-30,青线椒(份),4.66,4.6,6.0,9.43
44224,2023-04-30,青茄子(1),4.4,8.0,7.325,5.01
44225,2023-04-30,高瓜(1),13.23,19.6,2.473,29.25
44227,2023-05-01,七彩椒(2),12.13,28.8,2.379,9.43
44228,2023-05-01,上海青,3.48,5.200000000000001,6.106,14.43
44229,2023-05-01,云南油麦菜(份),2.54,4.5,8.0,9.43
44230,2023-05-01,云南生菜(份),2.7,3.9,47.0,9.43
44231,2023-05-01,净藕(1),2.64,4.8,8.739,5.54
44232,2023-05-01,双孢菇(盒),3.55,5.8,15.0,0.2
44233,2023-05-01,圆茄子(2),5.65,8.0,1.094,6.71
44235,2023-05-01,姜蒜小米椒组合装(小份),1.97,4.5,12.0,9.43
44236,2023-05-01,娃娃菜,3.37,5.0,13.0,2.48
44237,2023-05-01,小皱皮(份),3.08,4.5,9.0,9.43
44239,2023-05-01,小米椒(份),1.66,4.5,15.0,9.43
44240,2023-05-01,小青菜(1),2.4,3.2,8.608,10.33
44242,2023-05-01,枝江青梗散花,7.540000000000001,9.0,19.757,9.43
44243,2023-05-01,洪湖藕带,32.8,39.6,1.695,24.05
44244,2023-05-01,海鲜菇(包),2.01,3.0,13.0,0.0
44245,2023-05-01,白玉菇(袋),4.22,6.8,2.0,6.57
44246,2023-05-01,竹叶菜,8.66,11.0,8.545,13.62
44247,2023-05-01,紫茄子(2),4.94,8.0,27.112,6.07
44248,2023-05-01,红椒(2),13.49,19.0,1.382,9.43
44249,2023-05-01,红莲藕带,9.51,12.0,1.84,16.63
44250,2023-05-01,红薯尖,9.48,12.0,4.774,8.42
44251,2023-05-01,芜湖青椒(1),4.73,6.0,27.236,5.7
